time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2020-02-09 17:38:01.639 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32676577280,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,98226688,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:39:01.644 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32676286464,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,110809600,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:40:01.650 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32679985152,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,123392512,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:41:01.651 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32679624704,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,137024000,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:42:01.652 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32679280640,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,148558336,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:43:01.659 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32678887424,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,161141248,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:44:01.662 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32669794304,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,1,22,80925184,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:45:01.664 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32669208576,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,92459520,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:46:01.667 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32672755712,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,105042432,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:47:01.667 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32672174080,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,117625344,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:48:01.673 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32680308736,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,130208256,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:49:01.673 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32679514112,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,143839744,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:50:01.675 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32679137280,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,156422656,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:51:01.679 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32678543360,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,169005568,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:52:01.678 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32677986304,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,1,24,84883872,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:53:01.680 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32718610432,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,97466784,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:54:01.684 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32676687872,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,111098272,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:55:01.685 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32675209216,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,124729760,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:56:01.685 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32668934144,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,137312672,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:57:01.684 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32671449088,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,149895584,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-02-09 17:58:01.686 UTC, ,250,3177058,1704,30968,112, ,5, , , , , , , , , , , ,5,5, , , ,4,1,8, , , , , , , , , , , , , , , , ,4294969949,3,10001299,4294968595, , , , ,15623,32747257856,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15623, ,1581269401418, , , , ,3145728,4294969949, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,162478496,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
